permit_type,permit_num,permit_class_mapped,permit_class,work_class,condominium,project_name,description,tcad_id,issued_date,calendar_year_issued,fiscal_year_issued,status_current,expires_date,completed_date,council_district,housing_units,number_of_floors,total_job_valuation,original_zip,jurisdiction,link,project_id,master_permit_num,contractor_company_name,contractor_phone,contractor_zip,applicant_organization,applicant_phone,certificate_of_occupancy,original_address_1
BP,2000-003732 BP,Residential,R- 101 Single Family Houses,New,No,NA,New One Story Res W/Att Garage Porch Foyer & Patio/Deck,0436280228,2000-09-14,2000,2000,Final,2001-01-26,2001-01-26,8,NA,1,"$133,560.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=678620,678620,180174,Ryland Homes,5123437009,78759,NA,NA,Yes,11543 ARBOR DOWNS RD
BP,2000-017402 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage Covered Porch Entry & Optional Patio,0426191029,2000-10-13,2000,2001,Final,2001-06-15,2001-06-15,5,NA,2,"$72,950.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677493,677493,181044,Centex Homes,5127950170,78727,NA,NA,Yes,8709 KIMONO RIDGE DR
BP,2000-016406 BP,Residential,R- 101 Single Family Houses,New,No,NA,New 1sty Residence W/Att Carport  Porch-Storage,0209140618,2000-10-03,2000,2001,Final,2001-05-21,2001-05-21,1,NA,1,"$110,000.00",78702,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=674261,674261,170350,Cuatro Construction Llc,2106022399,NA,NA,NA,Yes,2722 OAK SPRINGS DR
BP,2000-013205 BP,Residential,R- 101 Single Family Houses,New,No,NA,New One Story Res W/Att Garage Entry & Patio,0428031113,2000-10-02,2000,2001,Final,2001-03-13,2001-03-13,2,NA,1,"$70,000.00",78744,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676636,676636,180035,NA,NA,NA,NA,NA,Yes,2309 JENIBETH LN
BP,2000-010948 BP,Residential,R- 101 Single Family Houses,New,No,15016 Thatcher Dr,Sf Residence W/Attached Garage & Covered Porch,R390035,2000-09-18,2000,2000,Final,2001-02-02,2001-02-02,6,NA,1,"$133,643.00",78717,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676534,676534,179944,"STANDARD PACIFIC Homes of Texas,Inc Austin Division",5125064027,78717,NA,NA,Yes,15016 THATCHER DR
BP,2000-013588 BP,Residential,R- 101 Single Family Houses,New,No,12113 Tumbling Creek Trl,New 2stry Residence W.Att Garage Cvd Porch-Patio,0438300807,2000-10-03,2000,2001,Final,2001-02-21,2001-02-21,8,NA,2,"$118,800.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676796,676796,180178,Ryland Homes,5123437009,78759,NA,NA,Yes,12113 TUMBLING CREEK TRL
BP,2000-010774 BP,Residential,R- 101 Single Family Houses,New,No,NA,New One Story Res W/Att Garage Entry & Patio,0418360617,2000-09-12,2000,2000,Final,2001-06-20,2001-06-20,8,NA,1,"$100,000.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676464,676464,179860,Legacy Homes,5126104868,78759,NA,NA,Yes,9204 ROCK CASTLE CV
BP,2000-002208 BP,Residential,R- 101 Single Family Houses,New,No,3620 Josh La,New One Story Res W/Att Entry Porch Wood Deck & Breezeway & Garage,0141340338,2000-10-30,2000,2001,Final,2002-08-28,2002-08-28,10,NA,1,"$77,100.00",78730,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=675216,675216,178658,Parkwood Builders,7134600264,77040,NA,NA,Yes,3620 JOSH LN
BP,2000-017861 BP,Residential,R- 101 Single Family Houses,New,No,6312 Salcon Cliff Dr,Sf Residence W/Attached Garage & CovD Porch,0418400312,2000-09-18,2000,2000,Final,2001-02-20,2001-02-20,8,NA,2,"$107,625.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=680602,680602,179768,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,6312 SALCON CLIFF DR
BP,2000-006776 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage & Entry,0143280335,2000-10-16,2000,2001,Final,2002-11-18,2002-11-18,10,NA,2,"$850,000.00",78730,AUSTIN LTD,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676006,676006,179385,Bill Temple Custom Homes,5123286361,78716,NA,NA,Yes,4700 HIGH GATE DR
BP,2000-017846 BP,Residential,R- 101 Single Family Houses,New,No,4829 Norman Trl,Sf Residence W/Attached Garage & Covered Patio &Porch,0422340121,2000-09-20,2000,2000,Final,2001-02-15,2001-02-15,8,NA,1,"$61,845.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=680518,680518,180022,"Milburn, Bill",5123454663,78727,NA,NA,Yes,4829 NORMAN TRL
BP,2000-013123 BP,Residential,R- 101 Single Family Houses,New,No,9508 Prescott Dr,New Detached Garage,0418401103,2000-09-09,2000,2000,Final,2001-05-14,2001-05-14,8,NA,NA,NA,78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676604,676604,179603,Capital Pacific Homes Inc.,5123208888,78738,NA,NA,No,9508 PRESCOTT DR
BP,2000-017820 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage Entry Porch & Deck,0158090108,2000-10-24,2000,2001,Final,2001-08-02,2001-08-02,6,NA,2,"$120,785.00",78759,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677696,677696,181125,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,7215 VILLA MARIA LN
BP,2000-020687 BP,Residential,R- 101 Single Family Houses,New,No,1300 Singleton Av,Sf Residence W/CovD Porch & Ramp,0210110809,2000-10-20,2000,2001,Final,2001-05-16,2001-05-16,1,NA,1,"$54,865.00",78702,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677702,677702,181577,NA,5123024060,78751,NA,NA,Yes,1300 SINGLETON AVE
BP,2000-010779 BP,Residential,R- 101 Single Family Houses,New,No,1512 Bradbury La,Sf Residence W/Attached Garage Covered Patio & Porch,0254330236,2000-09-18,2000,2000,Final,2001-03-20,2001-03-20,7,NA,1,"$90,000.00",78753,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676469,676469,179869,Lennar Homes of Texas***MAIN***,5125064000,78717,NA,NA,Yes,1512 BRADBURY LN
BP,2000-017295 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage Foyer & Entry,0164340302,2000-10-16,2000,2001,Final,2001-08-09,2001-08-09,10,NA,2,"$269,150.00",78726,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677461,677461,180991,Chris Zwak,5122317700,78741,NA,NA,Yes,8105 SEBASTAPOL CV
BP,2000-021802 BP,Residential,R- 101 Single Family Houses,New,No,NA,New One Story Res W/Att Garage Foyer & Patio,0426190901,2000-09-13,2000,2000,Final,2001-03-14,2001-03-14,5,NA,1,"$74,950.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=678187,678187,179856,Centex Homes,5127950170,78727,NA,NA,Yes,1800 VENEER DR
BP,2000-007290 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage Entry Porch & Covered Patio,0424340109,2000-10-05,2000,2001,Final,2001-09-19,2001-09-19,8,NA,2,"$133,456.00",78739,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=678988,678988,180752,"Wilshire Homes, L.P.",5124853335,78759,NA,NA,Yes,4517 HIBISCUS VALLEY DR
BP,2000-021209 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage Porch & Covered Patio,0164190138,2000-10-24,2000,2001,Final,2001-08-29,2001-08-29,6,NA,2,"$500,000.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=751650,751650,181930,Dietz-Crane Homes,5123300372,78746-5581,NA,NA,Yes,9703 TREE BEND DR
BP,2000-004089 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage Porch Entry & Stoop,0434250504,2000-10-12,2000,2001,Final,2001-04-25,2001-04-25,5,NA,2,"$90,055.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682067,682067,181124,KB Home,5126518100,78750,NA,NA,Yes,2422 LAVENDALE CT
BP,2000-017404 BP,Residential,R- 101 Single Family Houses,New,No,NA,Sf Residence W/CovD Porch,0204080619,2000-10-10,2000,2001,Final,2001-02-15,2001-02-15,3,NA,1,"$82,640.00",78702,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677494,677494,181042,"Double Tt, Inc",5123581600,78736,NA,NA,Yes,1811 E 3RD ST
BP,2000-011246 BP,Residential,R- 101 Single Family Houses,New,No,NA,New 2sty Residence W.Att Garage Cvd Porch-Patio,0168191022,2000-09-12,2000,2000,Final,2001-05-23,2001-05-23,6,NA,2,"$110,180.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=679698,679698,179213,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,10706 WINCHELSEA DR
BP,2000-004065 BP,Residential,R- 101 Single Family Houses,New,No,NA,New One Story Res W/Att Garage Entry Opt Patio & Patio,0418381335,2000-09-12,2000,2000,Final,2001-06-13,2001-06-13,8,NA,1,"$100,000.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=681825,681825,179861,Legacy Homes,5126104868,78759,NA,NA,Yes,5712 SUNNY VISTA DR
BP,2000-014069 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Entry Porch & Screened Porch,0100030719,2000-09-22,2000,2000,Final,2003-02-28,2003-02-28,9,NA,2,"$80,250.00",78704,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677019,677019,180034,NA,NA,NA,NA,NA,Yes,1016 W MILTON ST
BP,2000-021063 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garages Courtyard & Covered Porch,0164190802,2000-10-24,2000,2001,Final,2001-09-14,2001-09-14,6,NA,2,"$500,000.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677859,677859,181929,Dietz-Crane Homes,5123300372,78746-5581,NA,NA,Yes,9905 CHESTER LN
BP,2000-010449 BP,Residential,R- 101 Single Family Houses,New,No,3201 Kittowa Cove,Sf Residence W/Attached Garage & CovD Porch,0125090173,2000-10-02,2000,2001,Final,2001-07-18,2001-07-18,8,NA,2,"$219,000.00",78746,AUSTIN LTD,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676352,676352,179720,"Toll Brothers, Inc.",5123428850,78759,NA,NA,Yes,3201 KITTOWA CV
BP,2000-004054 BP,Residential,R- 101 Single Family Houses,New,No,NA,New 2 Sty Residence W.Att Garage Cvd Porch Uncvd Patio,0438150723,2000-10-25,2000,2001,Final,2001-04-24,2001-04-24,5,NA,2,"$149,400.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=681674,681674,181036,Chris Zwak,5122317700,78741,NA,NA,Yes,10809 MINT JULEP DR
BP,2000-014303 BP,Residential,R- 101 Single Family Houses,New,No,10648 Chestnut Ridge Rd,New Two Story Res W/Att Garage & Porch,0168210637,2000-09-20,2000,2000,Final,2002-01-11,2002-01-11,6,NA,2,"$201,577.00",78726,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=679994,679994,180062,"STANDARD PACIFIC Homes of Texas,Inc Austin Division",5125064027,78717,NA,NA,Yes,10648 CHESTNUT RIDGE RD
BP,2000-013742 BP,Residential,R- 101 Single Family Houses,New,No,12736 Danbrook Cove,Sf Residence W/ Attached Garage &Covered Patio,0256300501,2000-09-22,2000,2000,Final,2001-04-13,2001-04-13,7,NA,2,"$90,000.00",78753,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=744787,744787,179868,Lennar Homes of Texas***MAIN***,5125064000,78717,NA,NA,Yes,12736 DANBROOK CV
BP,2000-017812 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage Porch & Stoop,0243260805,2000-10-16,2000,2001,Final,2001-02-27,2001-02-27,1,NA,2,"$89,915.00",78753,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677688,677688,181564,KB Home,5126518100,78750,NA,NA,Yes,10827 AMBLEWOOD WAY
BP,2000-021377 BP,Residential,R- 101 Single Family Houses,New,No,13400 Snow Fall Dr,Sf Residence W/Attached Garage &Covered Porch,0266201024,2000-09-25,2000,2000,Final,2001-03-13,2001-03-13,7,NA,2,"$116,198.00",78727,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=678001,678001,180039,David Weekley Homes (MAIN),5128218885,78758,NA,NA,Yes,13400 SNOW FALL DR
BP,2000-017875 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage Entry & Patio,0410381324,2000-10-13,2000,2001,Final,2001-07-10,2001-07-10,8,NA,2,"$121,500.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=680764,680764,180968,David Weekley Homes (MAIN),5128218885,78758,NA,NA,Yes,6721 PONCHA PASS
BP,2000-004098 BP,Residential,R- 101 Single Family Houses,New,No,1311 E 3rd St,Sf Residence W/CovD Porch,0204060707,2000-10-21,2000,2001,Final,2001-05-08,2001-05-08,3,NA,1,"$82,506.00",78702,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682182,682182,181934,American Youth Works,5124728220,78701,NA,NA,Yes,1311 E 3RD ST
BP,2000-017656 BP,Residential,R- 101 Single Family Houses,New,No,NA,New One Story Res W/Att Garage Patio/Deck Covered Patio/Entry  & Porch,0436280144,2000-10-04,2000,2001,Final,2001-02-26,2001-02-26,8,NA,1,"$137,610.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677626,677626,180783,Ryland Homes,5123437009,78759,NA,NA,Yes,11608 NIEMANN CV
BP,2000-014052 BP,Residential,R- 101 Single Family Houses,New,No,NA,New 2sty Residence W.Att Garage Porch-Patio,0166190617,2000-09-20,2000,2000,Final,2001-07-18,2001-07-18,6,NA,2,"$177,030.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677012,677012,179996,D R Horton Homes,5125331445,78750,NA,NA,No,10204 SPICEWOOD PKWY
BP,2000-017887 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage Entry & Covered Patio,0436300231,2000-10-12,2000,2001,Final,2001-08-14,2001-08-14,8,NA,2,"$171,912.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=680861,680861,180806,"Wilshire Homes, L.P.",5124853335,78759,NA,NA,Yes,12011 YARBROUGH DR
BP,2000-015370 BP,Residential,R- 101 Single Family Houses,New,No,NA,New 1sty Residence W/Att Garage Cvd Porch-Uncvd Patio,0239460201,2000-10-30,2000,2001,Final,2001-06-01,2001-06-01,1,NA,1,"$122,815.00",78754,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=673831,673831,168194,Kimball Hill Homes,5124213214,78757,NA,NA,Yes,6815 WILLIAM WALLACE WAY
BP,2000-013704 BP,Residential,R- 101 Single Family Houses,New,No,2537 Lavendale Ct,Sf Residence W/Attached Garage & CovD Porch,0436251017,2000-09-14,2000,2000,Final,2001-02-09,2001-02-09,5,NA,1,"$87,600.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=760915,760915,179872,KB Home,5126518100,78750,NA,NA,Yes,2537 LAVENDALE CT
BP,2000-002209 BP,Residential,R- 101 Single Family Houses,New,No,NA,New 3sty Residence W/Att Garage-Wd Deck Cvd Porch,0125210210,2000-09-21,2000,2000,Final,2002-08-29,2002-08-29,8,NA,3,"$600,100.00",78746,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=675217,675217,178659,"Homes By Donahoo, Inc.",5124538696,78757,NA,NA,Yes,6304 AYRES DR
BP,2000-010778 BP,Residential,R- 101 Single Family Houses,New,No,NA,New One Story Res W/Att Garage Entry & Patio,0418381471,2000-09-13,2000,2000,Final,2001-06-15,2001-06-15,8,NA,1,"$100,000.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676468,676468,179866,Legacy Homes,5126104868,78759,NA,NA,Yes,9201 GARDEN RANCH CT
BP,2000-013561 BP,Residential,R- 101 Single Family Houses,New,No,NA,New One Story Res W/Att Garage Entry & Covered Patio,0426190915,2000-09-13,2000,2000,Final,2001-02-06,2001-02-06,5,NA,1,"$69,950.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676783,676783,179855,Centex Homes,5127950170,78727,NA,NA,Yes,8901 FROCK CT
BP,2000-013945 BP,Residential,R- 101 Single Family Houses,New,No,NA,New 1sty Residence W.Att Garage Porch-Patio,0424360912,2000-10-05,2000,2001,Final,2001-05-24,2001-05-24,8,NA,1,"$117,413.00",78739,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676969,676969,180375,"Wilshire Homes, L.P.",5124853335,78759,NA,NA,Yes,4626 HIBISCUS VALLEY DR
BP,2000-013076 BP,Residential,R- 101 Single Family Houses,New,No,NA,New 2sty Residence W.Att Garage Porch-Patio,0237431142,2000-09-22,2000,2000,Final,2001-08-16,2001-08-16,1,NA,2,"$132,475.00",78754,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676581,676581,179983,Kimball Hill Homes,5124213214,78757,NA,NA,Yes,6842 THISTLE HILL WAY
BP,2000-004064 BP,Residential,R- 101 Single Family Houses,New,No,1309 E 3rd St,Sf Residence W/CovD Porch,0204060706,2000-10-10,2000,2001,Final,2001-04-13,2001-04-13,3,NA,1,"$73,583.00",78702,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=681803,681803,181041,American Youth Works,5124728220,78701,NA,NA,Yes,1309 E 3RD ST
BP,2000-013371 BP,Residential,R- 101 Single Family Houses,New,No,6403 Salcon Cliff Dr,Sf Residence W/Attached Garage & CovD Porch,0418400216,2000-09-18,2000,2000,Final,2001-03-27,2001-03-27,8,NA,2,"$122,045.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676699,676699,179781,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,6403 SALCON CLIFF DR
BP,2000-017851 BP,Residential,R- 101 Single Family Houses,New,No,15049 Calaveras Dr,Sf Residence W/Attached Garage & Covered Porch,R390020,2000-09-18,2000,2000,Final,2001-05-09,2001-05-09,6,NA,2,"$150,402.00",78717,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=680540,680540,179941,"STANDARD PACIFIC Homes of Texas,Inc Austin Division",5125064027,78717,NA,NA,Yes,15049 CALAVERAS DR
BP,2000-021278 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage Entry Porch & Stoop,0424190830,2000-10-13,2000,2001,Final,2001-04-13,2001-04-13,5,NA,2,"$74,655.00",78745,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=761033,761033,181120,KB Home,5126518100,78750,NA,NA,Yes,8425 STEAMLINE CIR
BP,2000-013607 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage Foyer & Patio,0418400506,2000-09-29,2000,2000,Final,2001-06-14,2001-06-14,8,NA,2,"$135,000.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676807,676807,180204,David Weekley Homes (MAIN),5128218885,78758,NA,NA,Yes,6302 SALCON CLIFF DR
BP,2000-006295 BP,Residential,R- 101 Single Family Houses,New,No,NA,New 2sty Res W/Lower Level Gar-Storage W/Cvd Porch-Deck,0121060707,2000-09-13,2000,2000,Final,2001-07-24,2001-07-24,10,NA,2,"$600,000.00",78703,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=675800,675800,179160,"Michael Deane Homes, Inc.",5124782400,78703,NA,NA,Yes,3102 PECOS ST
BP,2000-017003 BP,Residential,R- 101 Single Family Houses,New,No,4809 Chesney Ridge Dr,Sf Residence W/Attached Garage CovD Porch & CovD Patio,0420341106,2000-09-29,2000,2000,Final,2001-03-09,2001-03-09,8,NA,2,"$112,000.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=748831,748831,180655,"Milburn, Bill",5123454663,78727,NA,NA,Yes,4809 CHESNEY RIDGE DR
BP,2000-014214 BP,Residential,R- 101 Single Family Houses,New,No,11705 Corum Ridge Cove,Sf Residence W/Attached Garage CovD Porch & UncovD Patio,0334360213,2000-09-22,2000,2000,Final,2001-02-08,2001-02-08,2,NA,1,"$70,000.00",78617,AUSTIN LTD,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677077,677077,179633,"Mainstreet Homes, LTD Main",5123278620,78735,NA,NA,Yes,11705 CORUM RIDGE CV
BP,2000-021642 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage & Porch,0168210824,2000-10-31,2000,2001,Final,2001-10-24,2001-10-24,6,NA,2,"$220,397.00",78726,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=761037,761037,182193,"STANDARD PACIFIC Homes of Texas,Inc Austin Division",5125064027,78717,NA,NA,Yes,10529 CANYON VISTA WAY
BP,2000-017814 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage Entry Porch & Stoop,0424190707,2000-10-16,2000,2001,Final,2001-08-21,2001-08-21,5,NA,2,"$89,845.00",78745,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677690,677690,181569,KB Home,5126518100,78750,NA,NA,Yes,8313 STEAMLINE CIR
BP,2000-021164 BP,Residential,R- 101 Single Family Houses,New,No,NA,New Two Story Res W/Att Garage & Porch,0438150601,2000-10-26,2000,2001,Final,2001-07-25,2001-07-25,5,NA,2,"$172,845.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=748845,748845,181968,Chris Zwak,5122317700,78741,NA,NA,Yes,10701 PEDIGREE CV
BP,2000-010878 BP,Residential,R- 101 Single Family Houses,New,No,1733 Lynnville Trl,Sf Res. W/Attached Garage W/Covered Porch & Uncovered Patio,0266201201,2000-09-26,2000,2000,Final,2001-03-14,2001-03-14,7,NA,2,"$114,570.00",78727,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676511,676511,179922,David Weekley Homes (MAIN),5128218885,78758,NA,NA,Yes,1733 LYNNVILLE TRL
BP,2000-016744 BP,Residential,R- 101 Single Family Houses,New,No,NA,New One Story Res W/Att Garage Porch Foyer & Covered Patio,0436280223,2000-10-04,2000,2001,Final,2001-02-13,2001-02-13,8,NA,1,"$138,510.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677181,677181,180800,Ryland Homes,5123437009,78759,NA,NA,Yes,2724 DUPREE LN
BP,2000-001097 BP,Residential,R- 101 Single Family Houses,New,No,4819-E N Capital Of Texas HwyBldg. E,New Condominium W Att Garage-Wd Deck  Unit 5 Only,0135130306,2000-09-15,2000,2000,Final,2002-08-05,2002-08-05,8,NA,3,"$750,000.00",78746,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=671911,671911,166435,NA,NA,NA,NA,NA,Yes,4819 N CAPITAL OF TEXAS HWY NB BLDG E
BP,2000-010776 BP,Residential,R- 101 Single Family Houses,New,No,NA,New One Story Res W/Att Garage Entry & Patio,0416380921,2000-09-12,2000,2000,Final,2001-01-19,2001-01-19,8,NA,1,"$100,000.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676466,676466,179864,Legacy Homes,5126104868,78759,NA,NA,Yes,8704 EDMUND CT
BP,2000-020740 BP,Residential,R- 101 Single Family Houses,New,No,2402 W 8th St,New Two Story Res W/Att Covered Porch Entry Porch & Foyer,0111070202,2000-10-19,2000,2001,Final,2001-10-08,2001-10-08,10,NA,2,"$125,000.00",78703,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=677730,677730,181503,Victor Flores Construction Inc,5129475542,78756,NA,NA,Yes,2402 W 8TH ST
BP,2000-017403 BP,Residential,R- 101 Single Family Houses,New,No,NA,New One Story Res W/Att Garage Porch & Optional Covered Patio,0426191012,2000-10-17,2000,2001,Final,2001-04-18,2001-04-18,5,NA,1,"$64,975.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=744726,744726,181046,Centex Homes,5127950170,78727,NA,NA,Yes,8917 KIMONO RIDGE DR
BP,2000-013851 BP,Residential,R- 101 Single Family Houses,New,No,NA,New 2sty Residence W.Basement W-Att Garage Cvd Porch-Patio,0139070107,2000-09-18,2000,2000,Final,2001-08-17,2001-08-17,10,NA,3,"$200,000.00",78731,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676920,676920,178530,NA,NA,NA,NA,NA,Yes,6602 CANDLE RIDGE CV
